nombre,edad,altura,peso,posiciones,pie preferido,velocidad,disparo,pase,manejo,defensa,estado fisico
Julián López,19,182,69,"CM, CAM, CDM",Derecho,68,50,60,66,55,56
Boubacar Fofana,20,182,70,LM,Derecho,77,58,53,69,29,50
Khephren Thuram,18,192,80,"CDM, CM",Derecho,65,45,59,60,58,69
Wilson Isidor,18,180,75,ST,Derecho,62,60,46,59,21,58
Maxen Kapo,18,183,75,"CDM, CM",Derecho,66,46,56,62,61,59
Tomáš Vlček,18,183,73,CB,Derecho,69,28,46,64,58,67
Matthäus Taferner,18,170,60,"CAM, CM",Izquierdo,72,51,59,65,40,46
Bilal Benkhedim,18,172,68,"CAM, RM",Derecho,72,55,59,66,41,46
Marley Aké,18,177,67,LW,Derecho,72,54,56,71,35,49
Nicolás Melamed Ribaudo,18,170,65,"CAM, CM",Derecho,76,47,61,64,36,49
Callum Slattery,20,190,70,"CAM, CM",Derecho,60,58,57,61,43,64
Julius Kade,20,181,67,"CAM, LB",Izquierdo,67,52,59,67,61,36
Steven Sessegnon,19,175,69,"RB, CB",Derecho,71,33,51,59,59,56
Tobias Borchgrevink Børkeeiet,20,186,83,"CM, CDM",Derecho,63,47,57,61,59,67
Luca Ranieri,20,185,74,"CB, LB",Izquierdo,58,34,40,61,65,52
Aidan Barlow,19,176,59,"CM, LM, CAM",Derecho,70,60,63,63,41,56
Amir Adouyev,20,181,66,CAM,Derecho,74,54,59,71,47,54
Leandro Barreiro Martins,19,174,65,"CM, CDM",Derecho,73,51,58,73,54,48
Mateusz Bogusz,17,175,68,"CAM, CM",Derecho,74,61,56,65,35,58
Joris Chotard,17,179,70,CM,Derecho,68,45,62,66,52,56
Luke Bolton,19,174,72,"RM, CAM",Derecho,80,50,57,62,55,62
Jan Mlakar,20,183,78,ST,Derecho,63,61,48,60,24,59
Afimico Pululu,20,175,83,ST,Izquierdo,82,59,47,66,23,61
Dimitrios Emmanouilidis,18,175,71,"RM, ST",Derecho,82,52,51,65,18,44
Liam Millar,19,178,72,"ST, LW",Derecho,75,59,51,66,22,54
Jean-Manuel Mbom,19,183,74,"CM, RM",Derecho,64,59,57,65,46,62
Jannis Kübler,20,175,71,CM,Izquierdo,59,47,62,63,61,57
Patric Pfeiffer,19,196,91,"CB, LB",Derecho,59,30,40,49,60,66
David Philipp,19,180,72,"CAM, RM",Derecho,65,58,57,63,39,53
Aaron Opoku,20,185,71,"LM, RM, CAM",Derecho,72,50,58,66,44,57
Finn Ole Becker,19,177,74,CM,Izquierdo,72,46,62,71,44,50
Bruce Anderson,20,177,77,ST,Derecho,73,62,45,63,18,45
Mads Bidstrup,18,165,67,CM,Derecho,59,50,62,66,57,54
Omir Fernandez,20,175,70,"CAM, LM",Derecho,74,51,57,67,44,58
Siad Haji,19,173,68,"CAM, RM",Derecho,72,49,55,66,35,47
Frankie Amaya,18,165,65,"CAM, CM",Derecho,71,52,57,66,39,49
Valeriy Bondar,20,172,73,CB,Derecho,70,23,33,37,66,55
Andrei Șerban,18,174,65,RM,Derecho,85,48,57,62,25,43
Ismail Jakobs,19,184,79,"LB, LM",Izquierdo,69,36,48,59,62,59
David Andrés Salazar Bustamante,20,180,74,ST,Izquierdo,68,60,46,66,28,56
Davis Keillor-Dunn,21,180,68,LM,Izquierdo,78,53,55,63,26,53
Tosin Kehinde,21,178,75,"LM, CM",Derecho,75,50,59,64,39,62
Jørgen Strand Larsen,19,193,79,ST,Derecho,59,59,43,61,27,69
Torben Müsel,19,185,76,ST,Derecho,68,59,56,65,28,54
Julio Villalba,20,174,65,ST,Derecho,69,66,49,64,24,44
Matteo Gabbia,19,185,78,CB,Derecho,56,33,36,48,67,56
Azzeddine Toufiqui,20,175,69,"CM, CAM",Izquierdo,64,52,62,63,55,54
Turki Al Ammar,19,170,68,"CM, CDM",Derecho,68,50,61,64,47,61
David Otto,20,185,82,ST,Derecho,65,62,47,55,23,59
Harisson Marcelin,19,197,85,CB,Izquierdo,53,28,43,31,61,70
Nnamdi Ofoborh,19,175,77,"CM, CDM",Derecho,64,50,56,63,59,66
Alessandro Buongiorno,20,191,80,"LB, CB",Izquierdo,61,43,52,54,62,66
Pol Lozano Vizuete,19,176,68,CM,Derecho,60,45,61,64,52,52
Mattia Trovato,21,182,75,"RW, CAM, CM",Derecho,68,60,59,64,33,54
Mathias Ross,18,190,80,CB,Derecho,65,26,48,50,60,68
Roman Tugarev,20,170,63,LM,Derecho,75,54,61,57,50,47
Ilyas Chouaref,18,175,65,"CAM, LW",Derecho,73,53,58,68,27,52
Aboubacar Keita,19,189,82,"CB, LB",Izquierdo,69,27,47,46,59,70
András Schäfer,20,179,67,"LM, CM",Derecho,75,49,57,61,52,47
Ovidiu Horșia,18,172,69,CAM,Izquierdo,67,56,57,64,35,53
Tanguy Coulibaly,18,175,72,"LW, RW, CF",Izquierdo,77,51,53,71,25,42
Hianga'a Mbock,19,186,82,CM,Derecho,65,58,61,66,49,48
Fernando Niño Rodríguez,18,190,75,ST,Derecho,61,60,52,59,24,63
Kleandro Lleshi,19,189,75,"CDM, CB",Derecho,49,47,55,55,60,70
Bernard Patrick Ashley-Seal,20,187,80,ST,Derecho,76,58,43,59,24,60
Mamadou Doucouré,21,183,78,CB,Izquierdo,63,31,39,44,61,59
Florian Mayer,21,191,87,CB,Derecho,52,34,38,40,63,65
Moataz Zemzemi,19,183,73,"LM, RM",Izquierdo,75,48,57,70,35,47
Gianluca Simeone,20,181,75,"ST, CF",Derecho,59,62,47,56,31,62
Johan Vásquez,20,182,72,CB,Izquierdo,55,31,53,51,62,62
Marcos Baselga García,20,178,69,"ST, RW",Derecho,66,63,52,64,25,51
Roberts Uldrikis,21,198,92,ST,Derecho,45,61,50,54,33,77
Alpay Çelebi,20,195,78,CB,Derecho,58,31,34,33,63,64
Daniel Sandoval Fernández,21,178,71,"LM, RM",Izquierdo,78,58,56,65,19,49
Onni Valakari,19,187,82,"CM, CAM",Izquierdo,58,54,62,57,44,63
Jorge Mier Martínez,20,175,65,RB,Derecho,72,36,52,63,59,50
Christopher Mamengi,18,178,78,CB,Izquierdo,74,35,45,53,59,67
Luis Meseguer Villanueva,19,175,70,"LB, CB, RB",Izquierdo,64,36,47,51,61,57
Himad Abdelli,19,187,83,CAM,Izquierdo,65,53,57,64,48,63
Denis Ciobotariu,21,184,79,CB,Derecho,68,23,32,36,61,74
Tomas Ostrak,19,176,75,CAM,Derecho,64,56,62,63,53,57
Louis Carnot,18,181,73,"CAM, CM",Derecho,65,52,64,61,49,62
Alexandru Mățan,19,165,61,"CAM, LW",Derecho,87,48,54,68,34,34
Marko Gjira,20,170,68,"CDM, LB",Izquierdo,78,51,56,68,58,59
Valentine Ozornwafor,20,194,86,CB,Izquierdo,59,36,39,37,62,67
Ousmane Diakité,18,189,82,"CDM, CAM, CM",Derecho,62,57,56,58,58,71
Melvin Sitti,19,182,67,CDM,Derecho,63,47,60,65,58,62
Adam Frizzell,21,175,67,"CAM, CM, RM",Izquierdo,81,50,57,67,38,50
Kaan Kairinen,20,186,81,CM,Izquierdo,66,51,61,62,52,62
Paul Kalambayi,19,183,70,CB,Derecho,69,22,41,44,59,73
Beryly Lubala,21,177,73,RM,Derecho,74,58,56,62,34,60
Mads Bech Sørensen,20,185,73,CB,Izquierdo,54,32,48,54,62,69
Andrew Carleton,19,170,66,"LM, RM, ST",Derecho,69,60,60,70,35,48
Silvan Sidler,20,185,76,LB,Derecho,65,55,62,60,59,62
Cédric Zesiger,21,194,90,"CB, LB",Derecho,69,32,42,39,61,69
Pablo César López Martínez,21,167,60,CM,Izquierdo,71,51,62,65,43,45
Viktor Gyökeres,21,187,86,"ST, LM, RM",Derecho,64,60,51,64,22,60
Nasser Al Dawsari,20,178,65,"CM, CDM, CAM",Izquierdo,69,48,60,62,59,59
Kristian Thorstvedt,20,189,79,CM,Izquierdo,45,64,59,64,48,72
Nair Tiknizyan,20,180,75,"LM, LB",Izquierdo,73,53,56,62,48,55
Yeison Tolosa,20,170,68,CAM,Derecho,71,47,60,66,29,50
Mehdi Boudjemaa,21,181,70,CDM,Derecho,67,40,55,55,61,68
Matthias Phaeton,19,185,75,ST,Derecho,74,61,48,63,22,69
Federico Valietti,20,185,77,RB,Derecho,70,35,48,60,61,64
Caleb Zady Sery,19,177,72,LM,Derecho,80,56,54,66,20,50
Jan Sobociński,20,186,84,CB,Izquierdo,63,22,45,37,60,70
Rodrigo Zalazar,19,178,72,CM,Derecho,77,49,60,65,58,62
Alberto González García,21,173,64,LM,Izquierdo,75,59,58,65,36,49
Santiago Ruiz,21,185,79,"CB, LB",Izquierdo,69,31,52,54,62,67
Juan Mosquera,22,175,75,CDM,Derecho,65,37,51,54,61,68
Trevor Clarke,21,165,66,"LB, LM",Izquierdo,84,52,58,66,56,65
Steve Seddon,21,179,68,"LWB, LB",Izquierdo,75,40,50,60,57,59
Robin Ziegele,22,186,81,CB,Derecho,56,28,37,44,60,67
Brian Avelino Lozano Aparicio,22,167,54,"RW, RM",Izquierdo,69,58,55,68,29,37
Luther James-Wildin,21,178,75,"RB, RWB",Derecho,77,48,54,61,56,77
Luca Matarese,21,177,65,"LW, LM",Derecho,68,56,55,69,25,39
Ivan Francesco De Santis,22,184,83,CB,Derecho,45,40,37,44,61,68
Ronald José Hernández Pimentel,21,171,70,"RB, RM",Derecho,83,33,48,59,58,62
Danny Mandroiu,20,178,73,CAM,Derecho,65,59,61,62,51,64
Ahmet Canbaz,21,182,73,"CAM, LM",Derecho,71,62,59,65,23,56
Francisco Callejón Segura,21,182,68,"CM, CDM",Izquierdo,59,53,62,61,59,54
Sultan Farhan,22,180,70,CDM,Derecho,65,42,43,50,59,78
Juan Ignacio Méndez,21,175,69,"RW, LW, CM",Derecho,75,51,59,68,46,55
Borja Llarena Barroso,20,171,64,"ST, RW, LW",Derecho,85,60,51,63,38,50
菅原 由勢,19,179,69,"RB, CB",Derecho,67,36,50,61,58,65
Williams Alarcón,18,181,70,CM,Derecho,64,56,60,65,53,65
David Kopacz,20,180,70,"CAM, LW",Derecho,65,57,63,64,40,50
Alberto Espeso Fernández,21,173,64,LB,Izquierdo,74,33,53,64,57,43
Marcos López,19,175,67,LB,Izquierdo,72,43,58,62,59,59
Diego Hernández,19,177,77,LW,Izquierdo,69,62,55,67,30,50
Tomás Ortíz,19,174,71,"CAM, CM",Derecho,78,51,59,66,43,48
Iván Martín Núñez,20,178,70,"CAM, CM",Izquierdo,59,55,61,64,40,44
Josh Benson,19,175,74,CM,Derecho,68,54,61,63,54,64
Andrei Rațiu,21,183,72,RB,Derecho,67,50,59,66,59,58
Abdallah Ali Mohamed,20,178,70,RB,Derecho,76,39,53,66,57,56
Marco Toscano,21,170,67,CDM,Derecho,66,38,54,60,59,56
Jerome Sinclair,22,181,78,"ST, RW",Derecho,75,61,52,64,38,61
Cameron Humphreys-Grant,20,185,82,CB,Derecho,62,32,48,50,60,65
Mandela Egbo,21,180,70,RB,Derecho,73,40,57,64,55,66
Francisco Sierralta,22,190,83,"RB, CB",Derecho,54,30,46,51,66,71
George Edmundson,21,190,79,CB,Derecho,55,26,37,40,63,70
Brandon Haunstrup,22,172,75,"LB, LWB",Izquierdo,75,27,54,62,58,62
Hugo José Rama Calviño,22,177,75,"CAM, CM",Derecho,59,52,61,63,45,47
Trent Buhagiar,21,178,65,"RW, CAM",Derecho,91,54,50,64,23,61
Muteb Al Mufarrij,22,181,67,"CB, CDM",Izquierdo,56,26,38,43,63,62
Darragh Leahy,21,185,72,"LB, CB",Izquierdo,63,50,56,58,61,64
Luca Germoni,21,175,65,LB,Izquierdo,65,34,52,55,60,65
Massimiliano Mangraviti,21,188,79,"CB, CDM",Derecho,72,50,55,57,61,61
Neider Barona,21,175,65,LM,Derecho,77,48,53,65,34,50
Mads Emil Madsen,21,186,82,"CM, CDM, CAM",Izquierdo,55,48,57,61,58,67
Giovanni Goran Rodríguez Rivero,20,166,56,"ST, RM",Derecho,78,62,54,65,30,45
Florian Baak,20,191,90,CB,Derecho,52,33,42,44,59,67
Leo Bengtsson,21,179,65,LM,Derecho,82,51,53,62,36,54
Mihai Alexandru Dobre,20,178,71,"LM, LW",Derecho,75,51,53,66,37,61
Matt Olosunde,21,186,72,"RB, CB, LB",Derecho,76,39,50,62,60,61
Steve Ambri,21,178,64,ST,Izquierdo,82,61,52,64,24,56
Rodrigo Adrián Schlegel,22,185,82,CB,Derecho,55,32,33,36,63,73
Jordy Wehrmann,20,176,71,CM,Derecho,67,51,58,61,59,60
David Andrés Camacho Valencia,22,178,71,RM,Derecho,67,55,57,63,42,58
Jonah Osabutey,20,181,72,"ST, LW",Derecho,86,60,41,61,24,54
Jannes Vollert,21,186,83,"CB, CDM",Derecho,56,41,55,57,59,68
Amine Khammas,20,176,62,LB,Izquierdo,77,33,60,67,56,49
Elias Abouchabaka,19,183,73,CAM,Izquierdo,63,60,59,64,31,53
Sofiane Ahmed-Kadi,22,177,70,"RW, LW",Derecho,71,56,57,67,24,41
Niccolò Zanellato,21,187,80,CM,Derecho,60,47,63,68,53,50
Benjamin Williams,20,178,75,LB,Izquierdo,72,42,55,62,59,63
Owusu Kwabena,22,182,73,"LM, RM, ST",Derecho,72,53,53,65,26,57
Nicolás Díaz,20,178,75,"CB, RB",Izquierdo,66,25,48,59,60,68
Nicolae Carnat,21,181,73,"RM, ST",Derecho,75,53,55,63,36,60
Lars Dietz,22,190,79,"CDM, CB",Derecho,52,37,53,56,62,65
Felix Hörberg,20,180,74,"RM, RWB",Derecho,83,40,53,62,46,60
Thomas Isherwood,21,195,88,CB,Izquierdo,64,33,44,42,57,81
Mathieu Gonçalves,18,178,66,LB,Izquierdo,56,44,55,54,62,67
Kazim Çelik,19,179,76,ST,Derecho,63,62,49,60,23,57
Franco Pérez,20,179,72,ST,Derecho,64,59,53,67,22,53
Jean-Christophe Koffi,21,175,79,"CAM, CM",Derecho,72,62,54,65,51,65
Pablo Rey Fernández,21,180,70,LB,Izquierdo,71,34,55,54,58,57
Matías Donato,20,180,80,ST,Derecho,53,63,45,55,30,67
Jonas Carls,22,179,70,"LB, LWB",Izquierdo,61,43,57,61,59,57
Adrián Szőke,21,185,72,"CAM, ST",Derecho,75,60,58,57,40,58
Amadou Sagna,20,172,70,"RW, LW",Derecho,83,59,44,69,25,42
David Ballarin Correas,21,170,62,ST,Derecho,66,62,49,64,23,47
Diogo Rafael dos Santos Almeida,18,184,78,ST,Derecho,73,58,55,63,20,55
Jordan Rossiter,22,178,64,"CM, CDM",Derecho,61,48,56,62,64,70
Adam Phillips,21,180,76,CM,Derecho,64,55,61,65,42,55
Savaş Polat,22,179,72,RB,Derecho,76,30,37,59,63,54
Richard Renteria,23,181,81,CB,Derecho,59,23,32,37,61,70
Elliott List,22,174,74,"ST, RM, LM",Derecho,94,60,49,65,27,64
Ali Lajami,23,178,75,"CB, CDM",Derecho,76,47,52,54,60,68
Erik Wekesser,21,184,81,ST,Izquierdo,69,61,42,56,28,70
Chiedozie Ogbene,22,175,75,"LW, ST",Derecho,90,54,49,66,38,68
Emil Riis,21,190,84,ST,Derecho,67,60,42,58,20,62
Jaime Alexandrino Gomes Pinto,21,183,71,RW,Derecho,68,62,53,66,28,52
Jordan Shipley,21,183,73,"LM, CM",Izquierdo,65,55,64,61,53,59
Leonardo Sernicola,22,187,81,LB,Derecho,61,39,54,54,61,59
Kristian Dirks Riis,22,187,84,CB,Derecho,70,40,47,53,58,69
André António Rosário Teles,22,180,70,CDM,Derecho,67,45,57,61,59,63
Abdoulaye Sissako,21,186,78,"CM, CDM",Derecho,71,53,58,64,61,72
Patryk Klimala,20,183,76,ST,Derecho,81,58,42,61,28,55
田中 青,20,177,69,CDM,Derecho,71,47,61,65,57,63
Óscar Arribas Pasero,20,180,71,"ST, CAM",Derecho,58,61,50,63,34,49
Manuel De Luca,20,192,75,ST,Derecho,39,63,48,58,20,53
Charlie Owens,21,185,80,CM,Derecho,64,52,61,63,52,61
Nahuel Arena,21,183,68,"CB, RB",Derecho,66,30,38,48,63,64
Braian Gabriel Álvarez,21,171,68,LM,Izquierdo,77,50,58,64,44,49
Jair Alberto Díaz Vázquez,20,180,78,LB,Izquierdo,65,30,52,59,62,62
Matías Meneses,20,174,71,"CAM, LW",Derecho,70,57,63,57,33,56
Godfried Roemeratoe,19,178,74,CDM,Derecho,71,44,59,62,59,69
Denzel Jubitana,20,173,69,CAM,Izquierdo,66,59,59,65,37,54
Orrin McKinze Gaines,21,181,74,"RM, LM, RW",Derecho,85,53,53,63,26,56
Ricardo Luís Chaby Mangas,21,179,67,LB,Izquierdo,65,33,51,61,59,49
Víctor Felipe Méndez,19,175,68,CDM,Derecho,47,46,58,53,61,61
Alessandro Semprini,21,182,70,"RB, CB, RM",Derecho,73,44,56,59,61,57
Abdulelah Al Amri,22,185,73,CB,Derecho,56,26,43,39,62,61
岡崎 慎,20,181,74,"CB, RB",Derecho,73,24,41,43,62,64
张修维,23,173,64,"CDM, CM",Derecho,76,54,58,62,58,60
Abdulrahman Ghareeb,22,165,61,"LM, ST, RM",Derecho,83,59,52,67,18,53
Sebastián Córdova,22,173,65,"LM, RM",Izquierdo,72,59,54,67,30,44
Artem Dovbyk,22,184,76,"ST, RW",Izquierdo,71,60,44,62,26,70
Wyatt Omsberg,23,193,81,CB,Derecho,50,24,40,33,61,67
郷家 友太,20,183,74,"CM, CAM, LM",Derecho,67,53,61,64,47,66
Ángel López Pérez,22,172,65,"LM, RM",Izquierdo,71,54,57,65,40,46
Mahdi Camara,21,178,69,CM,Derecho,64,53,63,66,46,58
Lukas Erhan Eberhard Gottwalt,21,192,84,CB,Derecho,60,34,39,41,59,71
Vangelis Theocharis,20,181,68,"CDM, CM",Derecho,62,40,55,62,59,61
Franco Sivetti,21,178,77,"CDM, CM, RM",Derecho,67,50,61,63,57,64
Abdelkabir Abqar,20,188,80,CB,Derecho,51,30,42,45,62,64
Óscar Gil Regaño,21,180,75,RB,Derecho,73,34,52,59,59,60
Boubakar Kouyaté,22,193,78,"CB, RB",Derecho,63,29,42,42,59,68
Juan Mancilla,21,170,69,CDM,Derecho,64,37,50,59,60,65
Daniel Benzar,21,170,66,RW,Derecho,81,51,56,63,23,51
Michael Svoboda,20,195,85,"CB, CDM, CM",Derecho,54,36,45,35,58,78
Anders Hagelskjær,22,187,69,"CB, LB",Izquierdo,62,29,53,56,61,62
Nemanja Anđušić,22,177,76,"LM, ST",Derecho,68,56,55,65,30,50
Tommaso Pobega,19,188,78,CM,Derecho,67,53,57,61,63,65
Yacouba Diori,21,180,75,"RB, CB",Derecho,73,35,49,59,61,62
Rodrigo Santos de Freitas,21,189,81,CB,Derecho,55,31,39,43,65,63
Volkan Egri,21,173,59,"RM, RB, CAM",Derecho,76,44,61,65,48,46
Florian Loshaj,22,174,71,CM,Izquierdo,60,47,59,67,51,63
Jorge Matias Araya Pozo,23,176,67,CM,Derecho,66,48,58,64,57,64
Henrik Gulden,23,179,69,"CAM, LM, CM",Izquierdo,69,52,61,65,38,43
George Maris,23,180,75,CM,Derecho,67,56,58,62,55,59
Samúel Kári Friðjónsson,23,186,76,"CM, CAM",Derecho,71,56,58,63,56,71
Conor McGrandles,23,185,64,"CM, RWB",Derecho,69,54,60,65,51,69
Ibrahim Cissé,23,185,74,"CB, LB",Derecho,72,37,61,63,60,64
Fabian Ahumada,23,180,75,"ST, RW",Derecho,70,59,55,64,30,62
Jeremy Delphin Broh Tonye,22,180,73,"CM, CDM",Derecho,71,50,59,63,61,58
Mario Piccinocchi,24,172,67,"CDM, CM",Derecho,60,51,59,66,56,61
Diego Fernando  Herazo Moreno,23,180,83,"RM, ST",Derecho,77,59,53,64,29,65
Zak Jules,21,190,80,CB,Izquierdo,64,33,42,45,60,75
Emmanuel Ntim,23,179,72,"RB, CB",Derecho,76,25,51,52,62,65
George Miller,20,178,64,ST,Derecho,75,61,43,61,31,63
Usman Sani Hassan Sale,23,179,69,RW,Derecho,86,56,55,63,48,71
Francis Manuel Mac Allister,23,176,71,"CM, CDM",Derecho,69,44,58,64,63,65
Yanis Karabelyov,23,174,70,CM,Izquierdo,61,51,60,60,53,52
Patrick Kojo Asmah,23,172,70,"LB, LM",Izquierdo,58,33,49,66,60,54
Justin Möbius,22,179,73,"CAM, LM",Derecho,69,57,56,67,29,52
食野 亮太郎,21,171,68,"ST, LW",Derecho,59,63,53,68,21,55
Dan Casey,21,183,85,CB,Derecho,53,35,40,46,59,72
Arvid Brorsson,20,188,81,CB,Derecho,55,20,39,42,61,68
Marko Raguž,21,186,79,ST,Derecho,65,59,45,57,21,62
Faridi Mussa,23,170,65,"LM, LB",Izquierdo,84,55,53,65,43,61
José Hernández,22,170,71,"LB, LM, RB",Izquierdo,72,41,55,59,57,65
Eric Calvillo,21,170,67,CM,Derecho,63,56,60,63,58,56
Alexander Roldan,22,178,70,"LM, CM",Derecho,65,55,59,63,53,61
Benjamin Källman,20,182,75,ST,Derecho,79,57,47,61,20,62
Makhtar Gueye,21,186,80,ST,Derecho,51,64,47,55,29,60
Rubén Enri Garcia,21,180,72,ST,Derecho,58,64,50,57,23,57
Iván Navarro Mateos,22,182,77,LM,Izquierdo,70,53,60,61,29,57
Charlie Weberg,21,184,80,CB,Izquierdo,63,29,48,51,60,67
岩崎 悠人,21,172,69,"LW, CF",Derecho,88,48,55,65,32,53
Mark Sykes,21,182,78,CM,Derecho,66,53,59,64,58,58
Jake Larsson,20,178,80,"RM, LWB, ST",Derecho,75,55,52,65,38,65
Brice Tutu,21,193,82,ST,Derecho,75,59,44,55,24,60
Edgar González Estrada,22,193,80,CB,Derecho,41,27,52,40,62,65
Christoph Halper,21,179,67,CAM,Derecho,68,56,55,65,41,51
Madis Vihmann,23,195,90,CB,Derecho,54,28,45,43,60,70
Cristian Costin,21,177,73,"RB, RM",Derecho,78,30,51,61,57,59
Alexander Schmidt,21,193,88,ST,Derecho,53,63,40,55,27,66
Javier Gómez Castroverde,20,174,66,"LM, RM",Izquierdo,76,57,57,66,28,44
Willie Britto,22,182,66,RB,Derecho,77,44,53,58,59,70
Breno Pais Teixeira,19,179,67,LB,Izquierdo,70,32,47,60,60,60
Marius Mihai Marin,20,180,75,CM,Derecho,70,53,62,64,58,62
Fabio Maistro,21,178,70,CM,Derecho,65,49,62,61,50,54
Abbas Ibrahim,21,171,65,"CDM, CM",Derecho,70,45,55,61,61,56
Yaw Annor,21,179,68,RM,Derecho,88,56,50,64,20,51
Jordan Turnbull,24,185,72,"CB, CDM, LB",Izquierdo,60,27,46,50,61,70
Jermaine Anderson,23,188,75,CM,Izquierdo,72,53,58,64,45,59
Jakub Bartosz,22,183,77,"RB, RM",Derecho,80,55,52,62,57,71
Ben Kennedy,22,178,70,"RM, ST, LM",Izquierdo,70,59,56,65,34,64
Christopher Lindquist,23,181,69,RB,Derecho,77,46,57,60,58,65
Jordan Thompson,22,175,65,"CAM, CM",Izquierdo,66,47,60,63,50,61
Luca Zanon,22,177,71,"LB, LM",Izquierdo,67,37,51,55,60,63
Junior Mondal,22,176,70,RM,Izquierdo,81,59,55,63,32,62
Juan David Victoria López,23,164,70,ST,Derecho,66,62,47,64,26,45
Connor Johnson,21,188,78,CB,Derecho,64,31,43,53,60,69
Alan Dzabana,22,171,71,"ST, LW",Derecho,81,62,53,69,17,44
Antonio Di Nardo,20,183,75,ST,Derecho,64,60,49,58,23,54
Ahmed Ildız,22,181,81,"CDM, CM",Derecho,63,49,58,62,61,68
Leon Jensen,22,175,70,CAM,Derecho,71,59,58,64,26,51
Raúl Damián Torres,22,172,58,CM,Derecho,63,43,58,63,61,64
Maciej Ambrosiewicz,21,184,75,CM,Derecho,58,48,58,63,61,65
Luke Woolfenden,20,183,70,CB,Derecho,63,27,49,40,61,67
Lewis Spence,23,179,75,"CM, CDM",Derecho,66,46,58,63,54,57
Tarsis Bonga,22,196,89,"ST, RM, LM",Derecho,77,54,45,66,32,73
Luca Pfeiffer,22,196,95,ST,Derecho,53,59,43,54,30,75
Valentin Vanbaleghem,22,186,82,"CM, CDM",Derecho,63,43,60,62,63,73
Sergio Gónzalez Martínez,22,184,77,CB,Derecho,58,28,40,40,63,59
Elvis Kamsoba,23,164,65,"LW, ST",Derecho,92,57,46,65,22,38
渡辺 剛,22,184,76,CB,Derecho,60,29,45,41,59,69
Fabrizio Ramírez,22,183,75,"CM, RM",Derecho,65,55,59,64,52,65
Anderson Dos Santos Gomes,21,184,84,RB,Derecho,77,45,49,58,57,56
Saeed Juma,20,173,72,CB,Derecho,75,28,46,42,58,69
Zaidu Sanusi,22,182,69,CB,Izquierdo,68,32,43,52,63,61
Luigi Cuppone,21,178,69,"ST, LW, RW",Derecho,77,60,48,63,26,57
Bryan Alceus,23,173,72,CDM,Derecho,58,44,57,61,59,58
Andrés García Mohedano,23,181,75,CM,Derecho,65,52,64,66,47,54
Francisco Castillo Viñolo,22,175,65,"CM, CAM",Derecho,61,54,64,68,47,41
Kristian Dimitrov,22,190,82,CB,Derecho,56,27,37,41,63,67
Guillermo Andrés Méndez Aguilera,24,180,72,"CAM, CM",Derecho,65,58,59,67,35,56
Jordan Houghton,23,183,79,"CM, CDM, CB",Derecho,66,50,61,57,57,69
James Weir,23,177,71,"CM, CAM, LM",Derecho,69,46,61,67,53,57
Viljar Helland Vevatne,24,183,73,"CB, LB",Izquierdo,67,53,52,59,60,66
Misael Cubillos,23,170,67,"RW, ST",Derecho,71,58,59,64,21,60
Julio César Rodríguez López,23,193,83,CB,Derecho,43,33,43,40,58,73
Francisco José Serrano Santos,24,192,85,CB,Derecho,38,33,40,40,60,66
Joel Gerezgiher,23,176,71,"LM, RM",Derecho,70,52,58,67,38,48
Tyler Denton,23,176,66,"LB, LWB",Izquierdo,78,48,57,62,58,59
Lucas Cueto,23,175,64,"LM, LW, ST",Izquierdo,91,57,50,67,33,48
巴顿,23,181,72,"CAM, LM, RM",Derecho,76,53,56,64,48,59
Adam Örn Arnarson,23,180,73,RB,Derecho,65,48,53,58,59,73
Lee Desmond,24,183,75,"CB, CDM, LB",Izquierdo,53,44,55,59,61,68
Michaël Maria,24,176,72,LB,Izquierdo,76,48,59,70,55,54
Dan Agyei,22,183,77,ST,Izquierdo,71,58,48,60,29,66
Ashley Baker,22,178,78,"RB, RWB",Derecho,67,28,51,56,60,64
Moustapha Seck,23,176,72,LB,Izquierdo,67,47,57,57,61,57
椎橋 慧也,22,177,69,"CDM, CB, CM",Derecho,66,36,54,57,58,68
Shuaibu Lalle Ibrahim,22,177,77,ST,Derecho,79,61,43,60,23,72
Wellington Daniel Bueno,23,182,79,CB,Derecho,72,30,40,43,59,75
Jakub Arak,24,183,78,ST,Derecho,73,58,57,59,37,66
Abdulmalek Al Shammary,23,178,66,"LB, CM",Izquierdo,76,48,57,65,54,65
이상민 李圣明,24,176,68,CDM,Derecho,66,37,56,54,55,72
Lewis Banks,22,183,72,"LB, RB",Derecho,72,36,53,60,60,65
David Cancola,22,183,73,CDM,Derecho,50,35,55,57,59,65
吉尾 海榎,21,168,63,"CAM, CM",Izquierdo,75,52,60,64,44,50
Marcus Degerlund,21,195,87,CB,Izquierdo,63,23,48,42,61,69
Bernard Kyere,24,188,89,"CB, RB",Derecho,69,38,41,44,56,80
Lukas Scherff,22,175,70,"LM, LB, CAM",Izquierdo,81,48,49,68,47,71
Siphosakhe Ntiya-Ntiya,22,166,62,"LB, LWB, LM",Izquierdo,73,29,51,62,60,53
Abobaker Eisa,23,180,75,"LM, RM",Derecho,88,57,52,66,28,59
张瑀,25,188,80,CB,Izquierdo,65,27,42,55,61,68
Tom Barlow,23,188,84,ST,Derecho,74,58,49,58,43,67
Virgile Pinson,23,177,67,"ST, LW",Derecho,63,64,47,62,21,43
